asset,scenario_name,day_path,day_name,start_idx,target_qty,horizon_steps
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-21_steps_5s.parquet,2026-01-21_steps_5s.parquet,4407,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-08_steps_5s.parquet,2026-01-08_steps_5s.parquet,10297,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-18_steps_5s.parquet,2026-01-18_steps_5s.parquet,856,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-10_steps_5s.parquet,2026-01-10_steps_5s.parquet,3263,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-28_steps_5s.parquet,2026-01-28_steps_5s.parquet,9699,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-12_steps_5s.parquet,2026-01-12_steps_5s.parquet,5349,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-20_steps_5s.parquet,2026-01-20_steps_5s.parquet,9376,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-27_steps_5s.parquet,2026-01-27_steps_5s.parquet,668,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-11_steps_5s.parquet,2026-01-11_steps_5s.parquet,10543,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-19_steps_5s.parquet,2026-01-19_steps_5s.parquet,4001,25.0,4320
