asset,scenario_name,target_qty,horizon_steps,max_child_qty,pov_cap,side,policy_name,day_name,day_path,start_idx,steps_used,episode_return,filled_total,exec_vwap,arrival_mid,cost_cash_vs_mid,remaining_qty,completion,completion_100pct,terminated_at_horizon,env_cost_bps,true_is_bps,run_name,ckpt,episode_id
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-11_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-11_steps_5s.parquet,2088,4320,-5.3518829435149176e-05,6000000.000000002,0.13939509862294855,0.139015,44.63952044356363,0.0,1.0000000000000002,1.0,1.0,0.5351882943514925,27.342274067442307,TWAP,,0
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-30_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-30_steps_5s.parquet,5511,4320,-9.912203960053092e-05,6000000.000000006,0.1142787940085153,0.113905,67.74297552419105,0.0,1.0000000000000009,1.0,1.0,0.9912203960053123,32.81629502790012,TWAP,,1
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-31_steps_5s.parquet,11812,4320,-0.0001350037791175788,5999999.999999994,0.10235778020203101,0.107925,87.42169716758787,0.0,0.9999999999999991,1.0,1.0,1.3500377911757835,-515.8415379169776,TWAP,,2
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-15_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-15_steps_5s.parquet,3234,4320,-5.985372042570874e-05,6000000.000000017,0.1437745551573537,0.14331,51.46582004524979,0.0,1.0000000000000029,1.0,1.0,0.5985372042570859,32.41610197151063,TWAP,,3
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-17_steps_5s.parquet,10735,4320,-7.989728713218173e-05,5999999.999999994,0.13877193750606906,0.138485,66.38745485100101,0.0,0.9999999999999991,1.0,1.0,0.7989728713218159,20.71975348009262,TWAP,,4
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-31_steps_5s.parquet,11851,4320,-0.00013547765533514154,5999999.999999984,0.10230831078836211,0.10704,87.00916936244121,0.0,0.9999999999999973,1.0,1.0,1.354776553351414,-442.04869316497434,TWAP,,5
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-31_steps_5s.parquet,5721,4320,-0.00010889556368107539,5999999.999999993,0.11173620320224291,0.11273,73.65478136260587,0.0,0.9999999999999988,1.0,1.0,1.0889556368107554,-88.1572605124712,TWAP,,6
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-18_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-18_steps_5s.parquet,6426,4320,-7.747422354944172e-05,6000000.00000001,0.13725605954252837,0.137485,63.909261748170046,0.0,1.0000000000000018,1.0,1.0,0.7747422354944181,-16.652031674119137,TWAP,,7
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-10_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-10_steps_5s.parquet,4690,4320,-5.077405958985873e-05,6000000.000000023,0.14009316070445638,0.13977499999999998,42.581665075034955,0.0,1.0000000000000038,1.0,1.0,0.5077405958985866,22.762346947336358,TWAP,,8
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-24_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-24_steps_5s.parquet,3650,4320,-6.881091408306598e-05,5999999.999999988,0.1244544549663675,0.124515,51.40794580231794,0.0,0.999999999999998,1.0,1.0,0.6881091408306621,-4.862469070593483,TWAP,,9
