asset,scenario_name,target_qty,horizon_steps,max_child_qty,pov_cap,side,policy_name,day_name,day_path,start_idx,steps_used,episode_return,filled_total,exec_vwap,arrival_mid,cost_cash_vs_mid,remaining_qty,completion,completion_100pct,terminated_at_horizon,is_bps,run_name,ckpt,episode_id
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-29_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-29_steps_5s.parquet,5081,4320,-5.613866316704548e-07,78.36708956844045,88024.77819698768,88369.05,9.92184066468359,121.63291043156012,0.39183544784220226,0.0,1.0,0.005613866316704541,TWAP,,0
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-25_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-25_steps_5s.parquet,6643,4320,-6.929013322399287e-07,99.05849110230035,88688.09939955956,88361.25,12.24512556867707,100.94150889770025,0.49529245551150175,0.0,1.0,0.006929013322399281,TWAP,,1
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-28_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-28_steps_5s.parquet,11486,4320,-1.5607311171923263e-06,133.0803926813731,89497.60803031453,89500.95,27.937383536654888,66.91960731862584,0.6654019634068655,0.0,1.0,0.01560731117192325,TWAP,,2
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-31_steps_5s.parquet,1579,4320,-1.3588799402636397e-06,89.76210813967086,83884.46251512489,83987.15,22.82569067498268,110.23789186032954,0.4488105406983543,0.0,1.0,0.013588799402636404,TWAP,,3
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-23_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-23_steps_5s.parquet,3876,4320,-8.773008515513188e-07,118.02149846599234,89333.36446231652,89745.35,15.746734395554235,81.9785015340076,0.5901074923299617,0.0,1.0,0.00877300851551319,TWAP,,4
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-26_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-26_steps_5s.parquet,6599,4320,-1.3149916605407282e-06,120.00634851888492,87908.17393462191,87839.55,23.101655143130117,79.99365148111582,0.6000317425944246,0.0,1.0,0.013149916605407312,TWAP,,5
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-09_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-09_steps_5s.parquet,2723,4320,-1.1101999427540401e-06,102.20917051452257,90693.11764648544,91266.55,20.26482371707175,97.79082948547776,0.5110458525726128,0.0,1.0,0.011101999427540402,TWAP,,6
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-29_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-29_steps_5s.parquet,4263,4320,-5.229240232866733e-07,77.93858766321505,88057.96637988494,88172.05,9.221456625486733,122.0614123367856,0.3896929383160752,0.0,1.0,0.005229240232866726,TWAP,,7
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-19_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-19_steps_5s.parquet,1176,4320,-5.338933305070914e-07,88.80131253254977,92580.57143053273,92763.25,9.905136098232424,111.19868746745081,0.44400656266274885,0.0,1.0,0.005338933305070933,TWAP,,8
BTC,btc_q200,200.0,4320,0.25,0.05,buy,TWAP,2026-01-21_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-21_steps_5s.parquet,8839,4320,-2.870143625875376e-06,174.86375240527926,88910.70526521455,88419.25,50.75518935843628,25.136247594720334,0.8743187620263962,0.0,1.0,0.02870143625875377,TWAP,,9
BTC,btc_q200,200.0,4320,0.25,0.05,buy,BTC_PPO_1,2026-01-29_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-29_steps_5s.parquet,5081,4320,-8.946963415129462e-07,106.06634445,88047.02358692733,88369.05,15.812693147594945,93.93365555000062,0.53033172225,0.0,1.0,0.008946963415129473,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2,checkpoints/BTC/BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2/best.weights.h5,0
BTC,btc_q200,200.0,4320,0.25,0.05,buy,BTC_PPO_1,2026-01-25_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-25_steps_5s.parquet,6643,4320,-1.4887490120214553e-06,179.60040644999998,88659.50139664597,88361.25,26.3095447276962,20.399593549999725,0.8980020322499999,0.0,1.0,0.014887490120214572,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2,checkpoints/BTC/BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2/best.weights.h5,1
