asset,scenario_name,target_qty,horizon_steps,max_child_qty,pov_cap,side,policy_name,day_name,day_path,start_idx,steps_used,episode_return,filled_total,exec_vwap,arrival_mid,cost_cash_vs_mid,remaining_qty,completion,completion_100pct,terminated_at_horizon,env_cost_bps,true_is_bps,run_name,ckpt,episode_id
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-17_steps_5s.parquet,4382,4320,-4.0461631623199026e-05,500000.00000000146,0.13747629669419453,0.137525,2.782242944490227,0.0,1.0000000000000029,1.0,1.0,0.40461631623199085,-3.5414147104508507,TWAP,,0
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-17_steps_5s.parquet,745,4320,-3.939381230627228e-05,499999.99999999936,0.13768897996530993,0.13828000000000001,2.723688182855664,0.0,0.9999999999999987,1.0,1.0,0.39393812306272263,-42.7408182448714,TWAP,,1
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-13_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-13_steps_5s.parquet,1052,4320,-4.511890165628266e-05,500000.00000000093,0.13783747842369387,0.136785,3.085794481527319,0.0,1.0000000000000018,1.0,1.0,0.4511890165628276,76.94399412902592,TWAP,,2
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-23_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-23_steps_5s.parquet,1350,4320,-5.4050822233041974e-05,499999.9999999997,0.1253866808171081,0.125125,3.3815545659546933,0.0,0.9999999999999994,1.0,1.0,0.5405082223304205,20.913551816832573,TWAP,,3
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-18_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-18_steps_5s.parquet,1398,4320,-4.1804271302329054e-05,500000.00000000146,0.13723420244288242,0.13699,2.863383562853043,0.0,1.0000000000000029,1.0,1.0,0.41804271302329266,17.82629702039741,TWAP,,4
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-20_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-20_steps_5s.parquet,12107,4320,-7.573927181071187e-05,499999.99999999994,0.12395022844182205,0.123665,4.683148524235829,0.0,0.9999999999999999,1.0,1.0,0.7573927181071167,23.064605330695805,TWAP,,5
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-11_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-11_steps_5s.parquet,7696,4320,-5.337323603781761e-05,499999.9999999991,0.1399930661772764,0.13997500000000002,3.7354593571967647,0.0,0.9999999999999982,1.0,1.0,0.5337323603781767,1.2906717111177906,TWAP,,6
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-17_steps_5s.parquet,2505,4320,-3.9240370656002754e-05,500000.00000000023,0.13748169721336337,0.137735,2.702386226152264,0.0,1.0000000000000004,1.0,1.0,0.3924037065600267,-18.390589656705103,TWAP,,7
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-31_steps_5s.parquet,4432,4320,-6.794432242936916e-05,500000.0000000005,0.1124551543086305,0.114565,3.8920206495603367,0.0,1.000000000000001,1.0,1.0,0.6794432242936912,-184.1614534429802,TWAP,,8
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,TWAP,2026-01-15_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-15_steps_5s.parquet,172,4320,-5.951749837738038e-05,500000.00000000064,0.14429002276430872,0.14712,4.3781071806400815,0.0,1.0000000000000013,1.0,1.0,0.5951749837738012,-192.35843091974465,TWAP,,9
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,DOGE_PPO_1,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-17_steps_5s.parquet,4382,245,-6.407906698658553e-05,499999.9999999999,0.13747103448664771,0.137525,4.406236843665082,6.264940853652055e-13,0.9999999999999998,1.0,0.0,0.6407906698658544,-3.924051143595293,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,0
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,DOGE_PPO_1,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-17_steps_5s.parquet,745,253,-5.699963416349924e-05,500000.0000000002,0.13832748556593646,0.13828000000000001,3.94095470606433,9.105836729041613e-13,1.0000000000000004,1.0,0.0,0.5699963416349914,3.434015471250388,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,1
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,DOGE_PPO_1,2026-01-13_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-13_steps_5s.parquet,1052,294,-6.22213694542831e-05,500000.00000000006,0.13656854154632547,0.136785,4.255475010402056,8.252442059393863e-13,1.0000000000000002,1.0,0.0,0.6222136945428309,-15.824721546552425,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,2
DOGE,doge_q500000,500000.0,4320,3500.0,0.1,buy,DOGE_PPO_1,2026-01-23_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-23_steps_5s.parquet,1350,254,-7.670181472597861e-05,500000.00000000006,0.12521764820699102,0.125125,4.798657283794034,5.698393145563331e-13,1.0000000000000002,1.0,0.0,0.7670181472597857,7.404452107175717,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,3
