asset,scenario_name,target_qty,horizon_steps,max_child_qty,pov_cap,side,policy_name,day_name,day_path,start_idx,steps_used,episode_return,filled_total,exec_vwap,arrival_mid,cost_cash_vs_mid,remaining_qty,completion,completion_100pct,terminated_at_horizon,is_bps,run_name,ckpt,episode_id
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-08_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-08_steps_5s.parquet,5985,4320,-9.719658758444962e-05,2983812.409190748,0.14097616432027377,0.144555,42.150758154810404,16187.590809264482,0.9946041363969159,0.0,1.0,0.9719658758444978,TWAP,,0
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-26_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-26_steps_5s.parquet,875,4320,-7.228122947520476e-05,3000000.0000000047,0.12181984567626522,0.12225,26.509140910031327,0.0,1.0000000000000016,1.0,1.0,0.7228122947520471,TWAP,,1
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-22_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-22_steps_5s.parquet,7987,4320,-7.984690363578822e-05,3000000.0000000075,0.1251562976353241,0.12654500000000002,30.31267926177253,0.0,1.0000000000000024,1.0,1.0,0.7984690363578839,TWAP,,2
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-30_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-30_steps_5s.parquet,9226,4320,-0.00012705174301186423,2999999.999999995,0.11570421400562678,0.11499999999999999,43.83285133909323,0.0,0.9999999999999983,1.0,1.0,1.2705174301186444,TWAP,,3
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-22_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-22_steps_5s.parquet,3246,4320,-5.336261918614871e-05,3000000.0000000037,0.12670987781436877,0.127135,20.352769770692944,0.0,1.0000000000000013,1.0,1.0,0.5336261918614843,TWAP,,4
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-10_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-10_steps_5s.parquet,10333,4320,-4.537175017426276e-05,3000000.000000004,0.1400803376552497,0.140035,19.060899106958644,0.0,1.0000000000000013,1.0,1.0,0.45371750174262726,TWAP,,5
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-18_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-18_steps_5s.parquet,1842,4320,-4.6373349246241734e-05,2999999.9999999935,0.1372127011850688,0.13694,19.051099337341086,0.0,0.9999999999999978,1.0,1.0,0.46373349246241874,TWAP,,6
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-09_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-09_steps_5s.parquet,5162,4320,-5.230879248106299e-05,2999999.9999999967,0.14072999637555805,0.142955,22.433410287391162,0.0,0.9999999999999989,1.0,1.0,0.5230879248106318,TWAP,,7
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-08_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-08_steps_5s.parquet,5638,4320,-9.205757462332592e-05,2987399.5907223495,0.14129068770366174,0.14373999999999998,39.69706732907062,12600.409277642262,0.9957998635741165,0.0,1.0,0.9205757462332597,TWAP,,8
DOGE,doge_q3e+06,3000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-29_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-29_steps_5s.parquet,3239,4320,-6.284679157500433e-05,2999999.999999997,0.12183378851356934,0.121815,22.9670457471274,0.0,0.9999999999999991,1.0,1.0,0.6284679157500418,TWAP,,9
