asset,scenario_name,target_qty,horizon_steps,max_child_qty,pov_cap,side,policy_name,day_name,day_path,start_idx,steps_used,episode_return,filled_total,exec_vwap,arrival_mid,cost_cash_vs_mid,remaining_qty,completion,completion_100pct,terminated_at_horizon,is_bps,run_name,ckpt,episode_id
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,4382,4320,-7.307007477897732e-07,9.253580422864355,95234.17075638281,95243.95,0.695948254874518,0.7464195771356796,0.9253580422864355,0.0,1.0,0.007307007477897735,TWAP,,0
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,745,4320,-6.144461353903308e-07,9.512356465815953,95293.66311082942,95496.55,0.5867748609060959,0.4876435341840731,0.9512356465815953,0.0,1.0,0.0061444613539033185,TWAP,,1
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-13_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-13_steps_5s.parquet,1052,4320,-5.778103880670822e-07,10.00000000000001,91683.36909722353,91305.65,0.5275735305921729,0.0,1.000000000000001,1.0,1.0,0.005778103880670834,TWAP,,2
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-23_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-23_steps_5s.parquet,1350,4320,-5.915627999013963e-07,10.000000000000004,89724.37459368903,89830.65,0.5314047083096215,0.0,1.0000000000000004,1.0,1.0,0.005915627999013939,TWAP,,3
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-18_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-18_steps_5s.parquet,1398,4320,-7.183913665554789e-07,8.511099654398752,95096.05208184921,94935.95,0.6820116685574277,1.4889003456012555,0.8511099654398752,0.0,1.0,0.007183913665554805,TWAP,,4
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-20_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-20_steps_5s.parquet,12107,4320,-7.994017990896836e-07,10.000000000000037,89579.08285847184,90061.85,0.7199560491934516,0.0,1.0000000000000038,1.0,1.0,0.007994017990896829,TWAP,,5
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-11_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-11_steps_5s.parquet,7696,4320,-7.112417511152289e-07,10.000000000000039,90962.06656661397,90734.95,0.6453448472535266,0.0,1.000000000000004,1.0,1.0,0.0071124175111522804,TWAP,,6
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,2505,4320,-7.164518723630076e-07,9.156323047882365,95233.45679612021,95302.55,0.6827969038846908,0.8436769521175849,0.9156323047882365,0.0,1.0,0.007164518723630069,TWAP,,7
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-31_steps_5s.parquet,4432,4320,-1.045878204219873e-06,10.0,83199.59266119229,83999.05,0.8785277557017525,0.0,1.0,1.0,1.0,0.010458782042198722,TWAP,,8
BTC,btc_q10,10.0,4320,0.25,0.05,buy,TWAP,2026-01-15_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-15_steps_5s.parquet,172,4320,-5.354468070751283e-07,9.999999999999972,96362.2607194354,96930.05,0.5190088578213259,0.0,0.9999999999999971,1.0,1.0,0.005354468070751288,TWAP,,9
