asset,scenario_name,day_path,day_name,start_idx,target_qty,horizon_steps
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,2026-01-17_steps_5s.parquet,4382,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,2026-01-17_steps_5s.parquet,745,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-13_steps_5s.parquet,2026-01-13_steps_5s.parquet,1052,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-23_steps_5s.parquet,2026-01-23_steps_5s.parquet,1350,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-18_steps_5s.parquet,2026-01-18_steps_5s.parquet,1398,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-20_steps_5s.parquet,2026-01-20_steps_5s.parquet,12107,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-11_steps_5s.parquet,2026-01-11_steps_5s.parquet,7696,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,2026-01-17_steps_5s.parquet,2505,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-31_steps_5s.parquet,2026-01-31_steps_5s.parquet,4432,10.0,4320
BTC,btc_q10,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-15_steps_5s.parquet,2026-01-15_steps_5s.parquet,172,10.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-21_steps_5s.parquet,2026-01-21_steps_5s.parquet,4407,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-08_steps_5s.parquet,2026-01-08_steps_5s.parquet,10297,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-18_steps_5s.parquet,2026-01-18_steps_5s.parquet,856,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-10_steps_5s.parquet,2026-01-10_steps_5s.parquet,3263,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-28_steps_5s.parquet,2026-01-28_steps_5s.parquet,9699,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-12_steps_5s.parquet,2026-01-12_steps_5s.parquet,5349,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-20_steps_5s.parquet,2026-01-20_steps_5s.parquet,9376,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-27_steps_5s.parquet,2026-01-27_steps_5s.parquet,668,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-11_steps_5s.parquet,2026-01-11_steps_5s.parquet,10543,25.0,4320
BTC,btc_q25,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-19_steps_5s.parquet,2026-01-19_steps_5s.parquet,4001,25.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-08_steps_5s.parquet,2026-01-08_steps_5s.parquet,5985,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-26_steps_5s.parquet,2026-01-26_steps_5s.parquet,875,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-22_steps_5s.parquet,2026-01-22_steps_5s.parquet,7987,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-30_steps_5s.parquet,2026-01-30_steps_5s.parquet,9226,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-22_steps_5s.parquet,2026-01-22_steps_5s.parquet,3246,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-10_steps_5s.parquet,2026-01-10_steps_5s.parquet,10333,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-18_steps_5s.parquet,2026-01-18_steps_5s.parquet,1842,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-09_steps_5s.parquet,2026-01-09_steps_5s.parquet,5162,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-08_steps_5s.parquet,2026-01-08_steps_5s.parquet,5638,50.0,4320
BTC,btc_q50,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-29_steps_5s.parquet,2026-01-29_steps_5s.parquet,3239,50.0,4320
BTC,btc_q100,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-11_steps_5s.parquet,2026-01-11_steps_5s.parquet,2088,100.0,4320
BTC,btc_q100,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-30_steps_5s.parquet,2026-01-30_steps_5s.parquet,5511,100.0,4320
BTC,btc_q100,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-31_steps_5s.parquet,2026-01-31_steps_5s.parquet,11812,100.0,4320
