iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26872,-8.486657434369947e-05,1679.5,-0.004555772650720818,0.003607639519032091,0.0020222067550223852,0.9174515732697078,0.008299593417697386,0.08964696773993118,1.1951390585729054,0.8434701354357611,0.9999999999999999,-8.434701354357633e-05,155.0209767818451,0.8434701354357611,0,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
2,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,29172,-7.261222633979356e-05,1823.25,-0.0075628409149046515,0.001151405803946272,0.0008648514504131245,0.9146672638369279,0.0038928216501406434,0.05373860899787484,1.329686358361177,0.8186931414569389,1.0,-8.186931414569405e-05,159.54568195343018,0.8186931414569389,0,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
3,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26769,-6.975286493808976e-05,1673.0625,-0.007999049495964304,0.0008209525048881714,0.000602861021198039,0.9121432689231211,0.0036563050426615174,0.047346125228521156,1.090555637370883,0.8368778912091954,0.9999999999999999,-8.368778912091966e-05,151.15054059028625,0.8186931414569389,1,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
4,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,27244,-8.597891560919939e-05,1702.75,-0.008963376881597056,6.002141080071769e-06,0.00030342383789419813,0.9121091121977026,0.0024712766279642233,0.03130027257959062,0.9291027662428942,0.8252274254144418,0.9999999999999997,-8.252274254144437e-05,156.01651000976562,0.8186931414569389,2,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,23652,-6.727293565033822e-05,1478.25,-0.008338842194210341,0.0006783061991611364,0.00024805804081010367,0.914117768406868,0.002742123476135485,0.02991550694036476,0.7603614173750294,0.809663504170548,0.9999999999999997,-8.096635041705502e-05,151.90015482902527,0.809663504170548,0,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
6,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26088,-8.617605460324126e-05,1630.5,-0.00829567207256332,0.000668592067715788,0.0003845343756858291,0.9156531493824261,0.0028858231499865584,0.03230064844291729,0.7501037486184102,0.8259175763071557,1.0,-8.259175763071576e-05,156.98780512809753,0.809663504170548,1,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
7,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,28653,-7.590554164780717e-05,1790.8125,-0.008461952503574522,0.0006629664727497903,0.00018007109828064577,0.9214954726528704,0.0028750830293702485,0.028195197224257548,0.8418203881173804,0.8279331955571526,1.0,-8.279331955571543e-05,156.71060705184937,0.809663504170548,2,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
8,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,27208,-8.043433242359588e-05,1700.5,-0.009174029398882002,-5.524460656006717e-05,0.00014545853105961146,0.9191514281211076,0.002334801026174905,0.020158280601242074,0.7697478145084999,0.8259993475017191,1.0,-8.25999347501721e-05,154.37879967689514,0.809663504170548,3,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
9,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,25097,-8.257270830087441e-05,1568.5625,-0.009648782277034352,-0.0005099674448624633,0.00012960474568108506,0.9203617472363554,0.0026324374072380498,0.02744071867757315,0.4648500050863494,0.8214063804089483,1.0000000000000002,-8.2140638040895e-05,154.32349109649658,0.809663504170548,4,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
10,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,25535,-7.794769736815517e-05,1595.9375,-0.010038923001939468,-0.0008270189540174518,9.61837071301096e-05,0.9259996162910088,0.0017614742538866908,0.019463785451508182,0.6661865525312868,0.7983733299356828,1.0,-7.983733299356848e-05,152.29410886764526,0.7983733299356828,0,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
11,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,24653,-7.526451369121689e-05,1540.8125,-0.00949853265952623,-0.000178836888748571,0.00011366790233890297,0.9376529987369265,0.002515698172587412,0.02565381532934095,0.5928109452812648,0.8274340100078763,1.0,-8.274340100078777e-05,155.35523676872253,0.7983733299356828,1,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
12,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,24619,-7.836325761206641e-05,1538.6875,-0.009298360248438406,0.00013285819028280866,0.00010483013046519327,0.948363373474199,0.0018080566751821755,0.017901090091350963,0.745128989333705,0.8158966661559832,0.9999999999999999,-8.15896666155985e-05,155.4198341369629,0.7983733299356828,2,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
13,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,27877,-7.816280800000234e-05,1742.3125,-0.009841231153007935,-0.00041935957264782207,9.081546617876897e-05,0.9467279569669204,0.0018198867362612377,0.018113734435544097,0.8333229666745121,0.8200080098842286,0.9999999999999997,-8.200080098842304e-05,153.50323915481567,0.7983733299356828,3,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
14,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26190,-7.247135785406464e-05,1636.875,-0.009759893871467704,-0.00033130908785166795,6.638816435392633e-05,0.946177912159608,0.0023601661395192563,0.023768732215662915,0.5649502506622901,0.8309864497972701,1.0,-8.30986449797272e-05,153.12045311927795,0.7983733299356828,4,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
15,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26678,-6.648901278046655e-05,1667.375,-0.009711957690393869,-0.000297047324942091,5.9522208784811776e-05,0.9444671700585563,0.001670154599505279,0.012738486790353045,0.5207221918862384,0.8259150739313332,1.0,-8.259150739313349e-05,155.3440878391266,0.7983733299356828,5,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
16,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26940,-7.281464357817476e-05,1683.75,-0.00946726587264695,-5.34103900351797e-05,7.117364961467738e-05,0.9449442503628908,0.002324758133656562,0.019644435357164453,0.6870417309304079,0.809764218602413,1.0,-8.097642186024147e-05,155.6132779121399,0.7983733299356828,6,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
17,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,28418,-7.353369183409484e-05,1776.125,-0.009958115510977385,-0.0004576623834882035,6.187341013981168e-05,0.9531390060869496,0.0027509235159312614,0.022901944959996624,0.4860825611885344,0.8427641520454889,1.0,-8.427641520454908e-05,155.52318787574768,0.7983733299356828,7,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
18,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,24104,-7.863049815463169e-05,1506.5,-0.010179057132821375,-0.0006019147052522081,4.9495567916816675e-05,0.9601890391980609,0.002140209535298254,0.019230607969802804,0.3727622686031585,0.8440126046674039,1.0,-8.440126046674055e-05,156.57323217391968,0.7983733299356828,8,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
19,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,24016,-7.593940211818278e-05,1501.0,-0.01040226885136993,-0.0007954992656398948,7.666533237700908e-05,0.9645102517679334,0.002698370773316583,0.022150139457759604,0.44011081211889785,0.8304533941406667,0.9999999999999999,-8.304533941406681e-05,157.02477192878723,0.7983733299356828,9,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
20,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,25940,-8.271660110327845e-05,1621.25,-0.009716223701476477,-4.321983867665836e-05,6.27540555604775e-05,0.9704381104272145,0.0016573531341900548,0.015295497231328717,0.4496395640576688,0.8212216387878313,0.9999999999999999,-8.212216387878332e-05,156.60248494148254,0.7983733299356828,10,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
21,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,28869,-7.594923058598835e-05,1804.3125,-0.01001825680948075,-0.00027688013384872726,4.6730099041413174e-05,0.9764741965030369,0.0017167639939076173,0.015082038453935335,0.5230248794613177,0.8105274222120619,0.9999999999999999,-8.105274222120637e-05,156.02148294448853,0.7983733299356828,11,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
22,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,25837,-7.645154067851807e-05,1614.8125,-0.01033453071517322,-0.0005349061742640961,3.775693089575689e-05,0.9818503260612488,0.0014709020989339835,0.01172341755248935,0.4652981573314059,0.8394912496255875,1.0,-8.394912496255896e-05,156.6226522922516,0.7983733299356828,12,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
23,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,28998,-8.06463943669051e-05,1812.375,-0.010714664393545766,-0.000846450525646185,4.340852794420993e-05,0.9889918299097764,0.0029387239601060414,0.021082725457585695,0.5779187667526697,0.8334273974934492,1.0,-8.334273974934512e-05,158.43904995918274,0.7983733299356828,13,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
24,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,28293,-7.273002765370673e-05,1768.3125,-0.010821518737689726,-0.0009325636139151235,3.686138508588296e-05,0.9907386028873069,0.0022049745694444306,0.01766671340945842,0.4758272054605186,0.8194986171751768,0.9999999999999999,-8.194986171751784e-05,153.65887808799744,0.7983733299356828,14,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
25,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,24932,-7.320798987754555e-05,1558.25,-0.009894701468292624,-3.302768990885108e-05,4.136797989303886e-05,0.9882358002662659,0.0017261703120172811,0.016303431945852934,0.42888424087315796,0.8326738544071979,1.0,-8.326738544072003e-05,154.51197624206543,0.7983733299356828,15,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
26,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,24709,-6.544271020655532e-05,1544.3125,-0.011266548082004396,-0.0013605025847932572,3.6406650507364693e-05,0.9924248976975071,0.0021490110404686546,0.020232545672820842,0.4271427191109682,0.8256774872189232,1.0,-8.256774872189249e-05,154.49757432937622,0.7983733299356828,16,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
27,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,27353,-6.663255805592379e-05,1709.5625,-0.01015403501568707,-0.00023765948053214406,3.6193318338620076e-05,0.9934472389243267,0.0017777112742536432,0.01230529884493013,0.4709401184141084,0.8204810103497715,1.0,-8.204810103497735e-05,154.85279989242554,0.7983733299356828,17,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
28,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,27822,-7.280000888294002e-05,1738.875,-0.010153189113109626,-0.0002364110219842417,3.109113524921916e-05,0.9932323967868631,0.0016082834664165027,0.014384754713286053,0.5386698622256517,0.8339995905809449,1.0,-8.339995905809468e-05,156.7791268825531,0.7983733299356828,18,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
29,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26416,-7.795291078772909e-05,1651.0,-0.010805111442130269,-0.0009055722621262402,3.181185781253383e-05,0.9915445306391086,0.0023960844046322415,0.01958675075537648,0.42831934327786825,0.8255186432501823,0.9999999999999999,-8.255186432501841e-05,154.02076697349548,0.7983733299356828,19,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
30,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.99_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26356,-7.459058800209115e-05,1647.25,-0.010572247272088693,-0.0007022205930892456,3.3828877637740967e-05,0.9886941328071631,0.0018386757229703877,0.018104399926064964,0.3794235082414861,0.8261691851278554,1.0,-8.26169185127857e-05,154.32275414466858,0.7983733299356828,20,0.0003,0.2,0.5,0.01,0.5,0.99,0.95,32,16,4,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
