iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,26813,-8.837357179757011e-05,1675.8125,-0.0002948679029941559,0.040024640038609505,0.011269837617874146,0.9190885126590729,0.028187911957502365,0.369140625,1.974248230457306,0.8435421896044789,0.9999999999999999,-8.435421896044809e-05,153.79211401939392,0.8435421896044789,0,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
2,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,25147,-7.859887121419688e-05,1571.6875,-0.040611103554391015,0.004516933184727511,0.0030460149522158063,0.9330208704019283,0.00385684449207135,0.14693202559875138,1.2969054361248322,0.8187779053648038,1.0,-8.187779053648054e-05,157.77373695373535,0.8187779053648038,0,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
3,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,26230,-7.341679641238299e-05,1639.375,-0.045705127283536755,0.0013676380738204968,0.001482759969104126,0.9562828946285523,0.0020141686037242414,0.09415415500496657,0.8672835659235716,0.8369290800761621,1.0,-8.369290800761636e-05,154.07276582717896,0.8187779053648038,1,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
4,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,25997,-6.324604236120136e-05,1624.8125,-0.04724422104370136,0.0007778714367269948,0.0009093301239492855,0.9695351358789664,0.0017974543153426426,0.07428846953329273,0.8644671180966095,0.8253124500571599,1.0,-8.253124500571615e-05,158.13850116729736,0.8187779053648038,2,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
5,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,27591,-7.301650252704669e-05,1724.4375,-0.048972453143108975,0.00042624593451732904,0.00045253033051928716,0.9924992713061246,0.0022073423076504122,0.06919428996360776,0.7031096505509181,0.8097234448962403,0.9999999999999999,-8.097234448962424e-05,156.40928626060486,0.8097234448962403,0,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
6,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,25923,-7.395716328867954e-05,1620.1875,-0.049879528289916465,0.00037847536715919424,0.000299489003594442,1.0081549485524495,0.0011631129779810544,0.05354246235105629,0.4478159986217232,0.8259795023469176,1.0,-8.259795023469194e-05,159.3367416858673,0.8097234448962403,1,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
7,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,23888,-7.538569520062733e-05,1493.0,-0.0512216201168485,-0.0001363388547170006,0.00021025983537962625,1.0238082061211269,0.0013934620888862135,0.0508126419238882,0.5333322126534767,0.8279902716916671,0.9999999999999999,-8.279902716916688e-05,157.06083798408508,0.8097234448962403,2,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
8,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,25534,-7.243663660036018e-05,1595.875,-0.05198923098471235,0.00015731925013066453,0.0001544633911786756,1.0444756252508538,0.0017314571502591955,0.05934446598585768,0.5380356356355489,0.8260507844667218,1.0,-8.260507844667236e-05,156.26853203773499,0.8097234448962403,3,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
9,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,24492,-7.439917398644868e-05,1530.75,-0.05278772792341758,0.0003029453840021725,0.00013389962423017857,1.0631524473428726,0.0015936457208198943,0.05497021462568747,0.6845819722975091,0.821475807690164,1.0000000000000002,-8.214758076901662e-05,158.11025214195251,0.8097234448962403,4,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
10,DOGE_lr0.0003_clip0.1_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,27901,-7.719026682418556e-05,1743.8125,-0.053735958056693726,0.00021654939218106764,0.00012434375077480746,1.0802935708652843,0.001395030535017709,0.05628707226132974,0.7233255071396177,0.7984448936497338,1.0,-7.984448936497356e-05,155.94511103630066,0.7984448936497338,0,0.0003,0.1,0.5,0.05,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
