iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26872,-8.486657434369947e-05,1679.5,0.06159646933277448,0.05079728799561659,0.030783007231851418,0.9184634685516357,0.04316382564138621,0.24609375,3.6812718311945596,0.8435027355373741,0.9999999999999999,-8.435027355373762e-05,153.32458114624023,0.8435027355373741,0,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
2,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,29070,-7.260838965861342e-05,1816.875,0.021789358695968986,0.014129073359072208,0.0245073102414608,0.9186741709709167,0.023978887649718672,0.2197265625,1.8496664762496948,0.8187392391620549,1.0,-8.187392391620567e-05,156.2717742919922,0.8187392391620549,0,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
3,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,26584,-6.975534379160698e-05,1661.5,0.008598684631990936,0.008135266771823323,0.010127882156872525,0.9201046520808958,0.01071938566502953,0.11657617652331884,1.1300116192619756,0.8369131379802687,1.0,-8.3691313798027e-05,151.24504399299622,0.8187392391620549,1,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
4,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,27102,-8.597697461561223e-05,1693.875,0.0002746331662148516,0.003994509573399185,0.001799791087352923,0.9239544088595382,0.006855400880280813,0.0771424519507406,0.8302964062612748,0.8252789527829211,0.9999999999999999,-8.252789527829229e-05,156.41332983970642,0.8187392391620549,2,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
5,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,23534,-6.727901682945676e-05,1470.875,-0.004199016862686657,0.00019491293549640297,0.00048751583312205506,0.9275375669877205,0.003628661464768036,0.039069834754929034,0.37885834256837353,0.8096996587087874,0.9999999999999997,-8.096996587087895e-05,153.306086063385,0.8096996587087874,0,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
6,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,25994,-8.618758098918824e-05,1624.625,-0.005590276966560314,-0.0010758861874414602,0.0002682700745174786,0.9297051870619873,0.004425709308045769,0.03745117447046686,0.39091621324818787,0.8259485433852087,1.0,-8.259485433852105e-05,159.02693605422974,0.8096996587087874,1,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
7,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,28553,-7.591023821021163e-05,1784.5625,-0.005368389562997771,-0.0008119908673730255,0.00022672108773628694,0.9339518698683956,0.0033968543088313276,0.035027738671807016,0.4227918888393201,0.8279462281147266,1.0,-8.279462281147284e-05,159.08660888671875,0.8096996587087874,2,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
8,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,27117,-8.04282682441951e-05,1694.8125,-0.005712475382434031,-0.0010753791209228642,0.0001972629789061439,0.9471455722771309,0.003074907052888631,0.0329362332866165,0.31746521965531566,0.8260179289433148,1.0,-8.260179289433166e-05,156.9581561088562,0.8096996587087874,3,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
9,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,25075,-8.257380284118082e-05,1567.1875,-0.007296379514154978,-0.0026220667763664097,0.00017746837285812945,0.9526094049215317,0.005087123948069348,0.045468392727198076,0.4045764263346791,0.8214316558158796,1.0000000000000002,-8.214316558158816e-05,155.29719018936157,0.8096996587087874,4,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
10,DOGE_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,DOGE,25479,-7.795324376905783e-05,1592.4375,-0.007404186313838831,-0.002660900343551395,0.00017289381005636872,0.9659465954198942,0.005298563925836019,0.04684464764847819,0.3001937908171625,0.7984025557244928,0.9999999999999999,-7.984025557244946e-05,152.91496014595032,0.7984025557244928,0,0.001,0.2,0.5,0.005,0.5,0.999,0.95,32,16,8,16,0.02,1,999,4320,buy,3000000.0,3500.0,0.1,0.0
