iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,26813,-8.837357179757011e-05,1675.8125,0.03647010400891304,0.040026070550084114,0.011269835289567709,0.9190885126590729,0.028189629316329956,0.369140625,1.9706083536148071,0.8435422393482256,1.0,-8.435422393482276e-05,153.84996795654297,0.8435422393482256,0,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
2,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,25147,-7.859887386894683e-05,1571.6875,-0.004501941267223087,0.003190637517118273,0.00304318631520453,0.9214172174086731,0.0031879195378811407,0.12350974956872675,1.4847384468139557,0.8187820908779699,1.0,-8.187820908779714e-05,158.5897238254547,0.8187820908779699,0,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
3,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,26226,-7.341028953438799e-05,1639.125,-0.007295697391292868,0.0012251196383903545,0.0014769633517761787,0.9259298963902088,0.0018897350644063128,0.08929512910141896,0.7399932460035555,0.8369338153802075,1.0,-8.369338153802089e-05,153.40771198272705,0.8187820908779699,1,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
4,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,25986,-6.323961046098199e-05,1624.125,-0.008443338789780123,0.00043140901783107646,0.0008979110953777519,0.9323703582183673,0.0014425872711241866,0.07771798070573893,0.7139683473103035,0.8253201051136468,0.9999999999999997,-8.253201051136485e-05,158.62041592597961,0.8187820908779699,2,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
5,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,27570,-7.301347895270297e-05,1723.125,-0.00891971521566368,0.00015020609732594245,0.0005402705503828739,0.9340056829831817,0.0016723905702747289,0.0623099355799654,0.6907834536649964,0.8097310429791628,0.9999999999999999,-8.097310429791651e-05,156.00960087776184,0.8097310429791628,0,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
6,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,25914,-7.396428693771478e-05,1619.625,-0.008754720815117113,0.0003999098195296168,0.0004028431550208412,0.9356052418454335,0.001326292705488623,0.05538589570138496,0.5277384706020641,0.8259868961256163,1.0000000000000002,-8.259868961256182e-05,157.91884779930115,0.8097310429791628,1,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
7,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,23889,-7.538178698104335e-05,1493.0625,-0.009673755492258351,-0.000424083613993282,0.00024223802595694602,0.9370791094067196,0.0014794825752751928,0.05429302772123871,0.4964827019527244,0.8280000447743998,1.0,-8.280000447744014e-05,155.20659112930298,0.8097310429791628,2,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
8,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,25513,-7.244106383678654e-05,1594.5625,-0.009565485748644992,-0.0002727625149810931,0.00022215060981383716,0.9403798743790271,0.0014947963579743373,0.05267799253160061,0.5126056344449228,0.8260578409416175,1.0,-8.260578409416193e-05,154.41876411437988,0.8097310429791628,3,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
9,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,24461,-7.439488628109324e-05,1528.8125,-0.009621604982459423,-0.00026863128878245815,0.00020567615043472293,0.9455811998673848,0.001206455326608997,0.050525895531327296,0.6202946315348452,0.821484705866263,1.0,-8.214847058662648e-05,154.85480093955994,0.8097310429791628,4,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
10,DOGE_lr0.0003_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2_H4320_Q3e+06_pov0.1_fee0,DOGE,27900,-7.718923693459282e-05,1743.75,-0.009529113066806035,-0.0001380908858426334,0.0001692584076491502,0.9475651566277851,0.0009265957932587877,0.05438729622083801,0.7875977295704863,0.7984496012002367,0.9999999999999999,-7.984496012002384e-05,155.608806848526,0.7984496012002367,0,0.0003,0.1,0.5,0.01,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,3000000.0,3500.0,0.1,0.0
