iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,26808,-3.542729157819101e-06,1675.5,0.041423527523875237,0.050087498500943184,0.0010608206212054938,0.9194384813308716,0.04462594096548855,0.3115234375,0.8814979642629623,0.022884601687498066,0.9999999999999855,-2.2884601687497734e-06,109.94453597068787,0.022884601687498066,0,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
2,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,24424,-4.145017908104059e-06,1526.5,-0.008683758159873612,0.0003838607988021095,0.00016963177569061482,0.9152435060703393,0.003089317614616117,0.036511553853580896,0.16923522900677088,0.022745835992169443,0.9999999999999855,-2.2745835992169113e-06,114.62391090393066,0.022745835992169443,0,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
3,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,25789,-6.453951719519776e-06,1611.8125,-0.008293510022461793,0.0008692922658427664,7.702429584774329e-05,0.9201314640409164,0.0028913981798727234,0.023494269202389867,0.13348549082116923,0.022070010545363915,0.9999999999999857,-2.2070010545363603e-06,115.04458618164062,0.022070010545363915,0,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
4,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,26548,-3.850028740545884e-06,1659.25,-0.009559131276579992,-0.0002922659535222843,2.799684294001236e-05,0.928086397201216,0.002563699188161952,0.02170365320587418,0.11773696586017873,0.02111235608243284,0.9999999999999858,-2.1112356082432537e-06,119.08951807022095,0.02111235608243284,0,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
5,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,36426,-2.193736140457105e-06,2276.625,-0.010317926383221574,-0.0010522621641386978,2.1295616332079386e-05,0.9276312252299653,0.0027246264266599005,0.023255398233838303,0.12005558879011208,0.022141296156578897,0.9999999999999858,-2.214129615657859e-06,127.18469500541687,0.02111235608243284,1,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
6,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,28521,-4.125479281338363e-06,1782.5625,-0.011770827366905124,-0.002481446804201943,5.4726542735376204e-05,0.9316744014882204,0.0035329907185282458,0.03057924322702252,0.13832546549996264,0.022372255667519648,0.9999999999999857,-2.237225566751933e-06,120.62946319580078,0.02111235608243284,2,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
7,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,24359,-5.143271315076312e-06,1522.4375,-0.012665180559145575,-0.0032826770818028695,7.64099965154481e-05,0.9420708728665337,0.004421018451305053,0.04374458071686088,0.15361139669337057,0.021789322683625545,0.9999999999999852,-2.1789322683625226e-06,120.4971010684967,0.02111235608243284,3,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
8,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,31568,-3.2297510582054945e-06,1973.0,-0.012070675934886648,-0.002684367840793033,6.72469982779899e-05,0.9419931807215252,0.00506189610886005,0.04424400192749484,0.15212760229038183,0.022934152488894147,0.9999999999999859,-2.2934152488893822e-06,117.74742794036865,0.02111235608243284,4,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
9,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,32087,-4.487086934706981e-06,2005.4375,-0.014325341633813465,-0.00486345058742734,5.628492302397111e-05,0.9490033704877475,0.005446232533913917,0.05348681049547405,0.17504684216734293,0.02216513206803211,0.9999999999999858,-2.2165132068031792e-06,121.91024899482727,0.02111235608243284,5,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
10,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.995_lam0.95_seed1,BTC,25753,-2.913088820759324e-06,1609.5625,-0.01595666066658768,-0.006467586436946559,3.0712012263723985e-05,0.9504430445757779,0.006208022238094021,0.06901768894019451,0.20148857902396808,0.02194635625373377,0.9999999999999853,-2.1946356253733447e-06,116.26966595649719,0.02111235608243284,6,0.001,0.2,0.5,0.01,0.5,0.995,0.95,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
