iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,25388,-5.09443658870629e-06,1586.75,-0.00012873620208766725,0.003978759121655696,0.0009671561872690088,0.9182146787643433,0.012420177663515478,0.17992659740977818,0.5838420026832156,0.022885029591452655,0.9999999999999852,-2.288502959145231e-06,111.69661903381348,0.022885029591452655,0,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
2,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,28387,-3.7037678295257666e-06,1774.1875,-0.003147334027623768,0.0012847362880904398,0.00025258602479036037,0.9116726866743182,0.0026293994224686895,0.0289229746362534,0.26539616529618837,0.02274860005114151,0.9999999999999852,-2.274860005114117e-06,116.65504288673401,0.02274860005114151,0,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
3,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,30093,-3.0531143892565646e-06,1880.8125,-0.004424979109899141,2.149258089801561e-05,0.00017307199558066108,0.9066015573839347,0.0025110025994679783,0.02481669165620891,0.19153194391789535,0.022067094537855905,0.9999999999999857,-2.2067094537855585e-06,116.9771740436554,0.022067094537855905,0,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
4,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,28209,-3.769235200186697e-06,1763.0625,-0.004678887347316569,-0.0001849248965797301,6.866355461657545e-05,0.9056588653475046,0.001965229015825441,0.015260579500006446,0.16393184518840695,0.021110988541483987,0.9999999999999862,-2.111098854148369e-06,119.3638391494751,0.021110988541483987,0,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
5,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,25557,-4.2056160634635536e-06,1597.3125,-0.0048633070306523755,-0.0003613978434954975,6.89472315339206e-05,0.9072765833606907,0.0023232532641618135,0.013924231880581846,0.14761368594333238,0.022135710126897853,0.9999999999999855,-2.2135710126897535e-06,119.8663501739502,0.021110988541483987,1,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
6,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,27176,-3.0714816950164984e-06,1698.5,-0.005210980169337105,-0.0006859636936732622,5.03859382492751e-05,0.9100419084231058,0.0021708602010272037,0.016327350559920347,0.14768732290852954,0.02237366472750014,0.9999999999999855,-2.237366472749981e-06,118.58278703689575,0.021110988541483987,2,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
7,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,27631,-3.3527039915545464e-06,1726.9375,-0.0047972097749483175,-0.00025024841756517575,3.512572114397533e-05,0.9129048623821953,0.0016801796674454552,0.015012334829027002,0.14174284000288356,0.02179483540916646,0.9999999999999853,-2.1794835409166142e-06,121.25921177864075,0.021110988541483987,3,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
8,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,31022,-3.5509814625325663e-06,1938.875,-0.004893576465321765,-0.00033708980453734364,2.4672519613534773e-05,0.9137646060797476,0.0019929183897804043,0.013576384934206162,0.13223826077075734,0.022945914173612136,0.9999999999999855,-2.2945914173611805e-06,117.02827000617981,0.021110988541483987,4,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
9,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,29891,-3.8112340201703817e-06,1868.1875,-0.004560040011094346,-2.4269668253540564e-05,2.9265608672777506e-05,0.9100806422657886,0.0012883282837164944,0.0071884354199598524,0.14107699567546783,0.022172163689619658,0.9999999999999858,-2.217216368961934e-06,119.91487526893616,0.021110988541483987,5,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
10,BTC_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,28432,-4.553800848116566e-06,1777.0,-0.004717125500194795,-0.00019119443579310565,2.316084737685742e-05,0.9075023138097355,0.0011750303538227464,0.008862280851254971,0.12698927643110178,0.021939888797777723,0.9999999999999859,-2.193988879777741e-06,116.31164193153381,0.021110988541483987,6,0.0003,0.2,0.5,0.005,0.5,0.999,0.95,32,16,4,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
