iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,25388,-5.09443658870629e-06,1586.75,0.047689726285170764,0.046395807382133336,0.0025878389715217054,0.9184385538101196,0.10621656609906094,0.41796875,0.8429002165794373,0.022868144902401667,0.9999999999999847,-2.2868144902401306e-06,111.7292377948761,0.022868144902401667,0,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
2,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,28620,-3.6842421544497394e-06,1788.75,0.002509268758043809,0.0023675587101439433,0.0002834200803064098,0.91374699483838,0.0021771018818422787,0.1055317292533194,0.2969718987138517,0.02272299028794789,0.9999999999999838,-2.2722990287947525e-06,120.28190112113953,0.02272299028794789,0,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
3,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,30311,-3.0408214830148454e-06,1894.4375,0.0006099188954370523,0.0005602432968657922,9.935119192050479e-05,0.9158840034157038,0.0013673074050605768,0.06304151969670783,0.1902172629100581,0.02204344365783499,0.9999999999999843,-2.2043443657834645e-06,120.03965902328491,0.02204344365783499,0,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
4,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,28376,-3.7712884517451437e-06,1773.5,-8.014140654211133e-05,-9.37350554356985e-05,2.7187292650816225e-05,0.9152939927631191,0.001122185751750606,0.04066003504963841,0.14060885065035628,0.02109985016663466,0.9999999999999847,-2.1099850166634335e-06,121.72043585777283,0.02109985016663466,0,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
5,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,25816,-4.202114112790346e-06,1613.5,0.00024991178036668546,0.00022966875649574065,4.048604750337023e-05,0.9156235807082233,0.0014552946361765648,0.050462820211667384,0.15109377812740266,0.022114622749259637,0.9999999999999847,-2.2114622749259303e-06,122.99796509742737,0.02109985016663466,1,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
6,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,27382,-3.063398005097556e-06,1711.375,0.0007595299592511848,0.0007459263155893,2.720728548410989e-05,0.9194425941868262,0.0010038582935191118,0.044300872018687765,0.14551029560071502,0.022353284191669848,0.9999999999999842,-2.2353284191669496e-06,122.11665511131287,0.02109985016663466,2,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
7,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,27803,-3.3525722857663446e-06,1737.6875,-0.00020791132555524945,-0.0002177112207887562,1.9599784780604586e-05,0.9206995061852715,0.0010228510621676501,0.04282587998472578,0.13659226479516787,0.021768888782868374,0.9999999999999843,-2.176888878286803e-06,124.07054877281189,0.02109985016663466,3,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
8,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,31157,-3.548682628841069e-06,1947.3125,0.00013555371613885046,0.00012568037051287025,1.9746687429698882e-05,0.9212269922417979,0.0009486660129962934,0.04472699877524358,0.13009843579493463,0.02292138305400537,0.9999999999999843,-2.292138305400501e-06,120.46121287345886,0.02109985016663466,4,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
9,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,30011,-3.806647417284132e-06,1875.6875,0.0003638697902554592,0.00035493129645577937,1.787699264070852e-05,0.9125068268428246,0.0012532269228070728,0.0436168109071635,0.12156585484820728,0.02216439109572643,0.9999999999999848,-2.2164391095726086e-06,123.68692302703857,0.02109985016663466,5,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
10,BTC_lr0.001_clip0.1_ent0_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,BTC,28583,-4.551224848607531e-06,1786.4375,4.1382984515318334e-05,3.154399558581102e-05,1.9677983203293254e-05,0.9157467476631466,0.0011688653227948681,0.04153019166194115,0.13290272566097738,0.021917538535519542,0.9999999999999847,-2.191753853551921e-06,120.02955412864685,0.02109985016663466,6,0.001,0.1,0.5,0.0,0.5,0.999,0.95,32,16,8,16,0.02,2,999,4320,buy,50.0,0.25,0.05,0.0
