iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,26808,-3.542729157819101e-06,1675.5,0.04624368157237768,0.054692212492227554,0.0014917108783265576,0.9194384813308716,0.0377799638081342,0.39453125,0.8548279851675034,0.02288260614743051,0.9999999999999852,-2.2882606147430167e-06,111.73242473602295,0.02288260614743051,0,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
2,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,24446,-4.135775614478105e-06,1527.875,-0.007981230576212207,0.0011496468180363687,0.00010362431615552244,0.9182689756155014,0.0016663205787760186,0.06890646535592775,0.18227338117857775,0.02274372823512734,0.9999999999999852,-2.2743728235127e-06,116.49465012550354,0.02274372823512734,0,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
3,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,25833,-6.447647988521034e-06,1614.5625,-0.008875268266088896,0.0003263293421854281,5.431053242925069e-05,0.9228753064777336,0.00044599363893132034,0.02828176263331746,0.1268765356519497,0.022069172086126566,0.9999999999999855,-2.206917208612624e-06,117.01192569732666,0.022069172086126566,0,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
4,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,26567,-3.854634322770764e-06,1660.4375,-0.009125317817000355,7.373917511028405e-05,2.3241622625820764e-05,0.9210678043792833,0.00034506039356048586,0.02305033529739616,0.10955295210071611,0.02111306314242122,0.9999999999999858,-2.111306314242091e-06,121.36219215393066,0.02111306314242122,0,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
5,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,36419,-2.1917250344558266e-06,2276.1875,-0.009420896480150986,-0.00015274400355893804,1.7056278739996993e-05,0.9276680841835009,0.0004243280764893874,0.023275400377315236,0.0987390478112502,0.022135244952447324,0.9999999999999853,-2.2135244952447003e-06,129.04364013671875,0.02111306314242122,1,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
6,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,28568,-4.118062045397521e-06,1785.5,-0.009533662798307967,-0.0003030998111466544,1.592214896730008e-05,0.923852431408146,0.0008218257094724098,0.026517385354964063,0.1008929494122991,0.022371695174999342,0.9999999999999855,-2.2371695174999017e-06,122.32833790779114,0.02111306314242122,2,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
7,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,24355,-5.149038371314295e-06,1522.1875,-0.009553455412672947,-0.0002153076351611461,1.2393277800430617e-05,0.9344344668242396,0.0009455489225698189,0.029017928366463785,0.10474214060422109,0.02178776534579384,0.9999999999999849,-2.178776534579351e-06,122.47436499595642,0.02111306314242122,3,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
8,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,31600,-3.220423498452576e-06,1975.0,-0.00968265244811182,-0.00026758980500532535,7.794932793825547e-06,0.9418960318915428,0.0006947933850050116,0.024400924187382714,0.10725856752371386,0.02294021459373863,0.9999999999999853,-2.294021459373829e-06,120.80224204063416,0.02111306314242122,4,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
9,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,32161,-4.482973408631403e-06,2010.0625,-0.010103416326273873,-0.0006044495532154959,1.0569643540403462e-05,0.9504251821199432,0.0004699214859944581,0.026311966301818757,0.09646778756723506,0.02217005753645771,0.9999999999999858,-2.2170057536457387e-06,125.25083541870117,0.02111306314242122,5,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
10,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,25764,-2.9183831427972777e-06,1610.25,-0.009949874091783868,-0.00040044044131177007,1.2356222519687721e-05,0.9555612018003183,0.00034271206082875697,0.029070227305340927,0.0987145035372426,0.021935543710355,0.9999999999999855,-2.193554371035468e-06,118.41218996047974,0.02111306314242122,6,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
11,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,30755,-3.65416112826851e-06,1922.1875,-0.010185342921386854,-0.0006486702965016384,1.1278551038476954e-05,0.9542312117629363,0.0006238757679735425,0.024638390133718456,0.0984447288296384,0.022202431109288778,0.9999999999999849,-2.220243110928844e-06,126.43179202079773,0.02111306314242122,7,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
12,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,32653,-5.233968825530796e-06,2040.8125,-0.010285233388332506,-0.00072616551451924,1.1673195507018345e-05,0.9564904703543736,0.000653629445126241,0.03333297803048761,0.11221707991252725,0.02098799943349815,0.9999999999999855,-2.0987999433497844e-06,128.1385362148285,0.02098799943349815,0,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
13,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,25203,-3.396140958120482e-06,1575.1875,-0.01105381258064881,-0.0015098213801775272,1.0944643626089602e-05,0.9549463714659214,0.0007333719941743766,0.035926854447461666,0.11701342447660863,0.021529390180607785,0.9999999999999853,-2.1529390180607467e-06,120.09406018257141,0.02098799943349815,1,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
14,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,31469,-4.2679594810914325e-06,1966.8125,-0.011754133097354262,-0.00222817096761402,1.0426560476712292e-05,0.9531175610759566,0.0009792410871429433,0.0495929570470546,0.12190870957208737,0.02116505727372172,0.9999999999999851,-2.1165057273721402e-06,124.30191493034363,0.02098799943349815,2,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
15,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,29807,-2.9105440768092452e-06,1862.9375,-0.012699055534755905,-0.0031916605903780904,3.4728504675547933e-06,0.9509131601553852,0.0015163700731118137,0.06511423713132991,0.12767905374925773,0.0231513313051564,0.9999999999999858,-2.3151331305156065e-06,123.445228099823,0.02098799943349815,3,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
16,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,25808,-3.7629056308388628e-06,1613.0,-0.014584294673256283,-0.005008695479976327,2.9602292071375834e-06,0.9577079523427814,0.0034902641067320285,0.08806408107435952,0.14734122761543475,0.02280222409969926,0.9999999999999857,-2.280222409969893e-06,121.72047090530396,0.02098799943349815,4,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
17,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,29854,-2.9571850602472136e-06,1865.875,-0.015217560529906176,-0.005694048351166236,2.2682258594001062e-06,0.9524646517583879,0.0014797308835954636,0.10202150328589951,0.1594038160549382,0.02087687732222027,0.9999999999999852,-2.0876877322219962e-06,123.38420605659485,0.02087687732222027,0,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
18,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,29791,-2.09323190261069e-06,1861.9375,-0.01629302500435388,-0.00678963379915192,3.8990395134323145e-06,0.9505340935567678,0.002823120605876669,0.12349643592991061,0.18576845398835712,0.021719811009649148,0.9999999999999852,-2.1719811009648834e-06,122.34312105178833,0.02087687732222027,1,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
19,BTC_S2B2_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.9_seed1,BTC,26390,-3.2226779041984013e-06,1649.375,-0.01903152617341187,-0.009579273117489032,7.725783572017453e-06,0.9456116120123492,0.003927151151123599,0.15656198955917913,0.20438161774157243,0.022053508861363126,0.9999999999999853,-2.2053508861362804e-06,119.15194296836853,0.02087687732222027,2,0.001,0.1,0.5,0.01,0.5,0.99,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
