iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
1,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,26808,-3.542729157819101e-06,1675.5,0.03498952859081328,0.03943869099020958,0.0002960558340419084,0.9194384813308716,0.038484829710796475,0.2958984375,0.7479031533002853,0.022882026729374096,0.9999999999999851,-2.2882026729373753e-06,110.8019609451294,0.022882026729374096,0,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
2,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,24460,-4.13582307569328e-06,1528.75,-0.003973090211454591,0.0005019886045836227,0.0002708450690351768,0.922100291230912,0.004062783203927786,0.03898583080008825,0.1704358587964529,0.02274032850990049,0.9999999999999848,-2.274032850990014e-06,115.80862784385681,0.02274032850990049,0,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
3,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,25865,-6.449194925164494e-06,1616.5625,-0.004763170031890017,-0.00023601208458696383,0.00012990808819250007,0.9184224203813309,0.0028402637252366177,0.02530698653187274,0.121499537367045,0.022067272712679376,0.9999999999999855,-2.206727271267905e-06,116.3058249950409,0.022067272712679376,0,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
4,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,26625,-3.860915599598218e-06,1664.0625,-0.00476950386161301,-0.0001595220852872238,5.4174194311376336e-05,0.9274137961976933,0.0026508696359996975,0.01851502214756109,0.11445380369956903,0.021112861820498027,0.9999999999999852,-2.111286182049771e-06,120.66711282730103,0.021112861820498027,0,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
5,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,36474,-2.1889469607694325e-06,2279.625,-0.0054365380613792995,-0.0007403287288943892,2.730359415655433e-05,0.9419722474283643,0.002589016406631117,0.020169440845266864,0.10435362381394953,0.022131038673632676,0.9999999999999852,-2.2131038673632355e-06,128.1247100830078,0.021112861820498027,1,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
6,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,28554,-4.130274250902691e-06,1784.625,-0.005546341725245216,-0.0009020721866666767,4.1506657748469845e-05,0.9330045956007221,0.0027033308673899705,0.02142962172480398,0.11612448569697638,0.022371081904287562,0.9999999999999849,-2.237108190428723e-06,122.65752005577087,0.021112861820498027,2,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
7,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,24448,-5.136910903848672e-06,1528.0,-0.006066844976217277,-0.0014042469287771234,4.3456026857284644e-05,0.9368652391190432,0.0034502607730766094,0.03131947631303848,0.12633470580818093,0.02178265832608087,0.9999999999999849,-2.1782658326080546e-06,122.11334705352783,0.021112861820498027,3,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
8,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,31670,-3.2334114919690075e-06,1979.375,-0.007058502865236318,-0.0023917235974282537,5.3300118839105014e-05,0.9386858908753646,0.004157333919397681,0.04451662764717057,0.13344585831816258,0.022920740259387548,0.9999999999999849,-2.2920740259387198e-06,120.17756605148315,0.021112861820498027,4,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
9,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,32202,-4.479623811662843e-06,2012.625,-0.007360324254559894,-0.0027575415723956496,6.471939539610063e-05,0.9270284985983244,0.004750171542666497,0.05259643666526323,0.15390258615696303,0.022171677141254734,0.9999999999999847,-2.2171677141254393e-06,124.34616208076477,0.021112861820498027,5,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
10,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.9_seed1,BTC,25925,-2.9070508007946227e-06,1620.3125,-0.007851921385114327,-0.0032881437972462615,9.958225735348777e-05,0.9227137771936563,0.0060224013476937,0.06615195377992514,0.18680377072121343,0.021933373852797648,0.9999999999999851,-2.1933373852797316e-06,118.1033947467804,0.021112861820498027,6,0.001,0.2,0.5,0.005,0.5,0.999,0.9,32,16,8,16,0.02,1,999,4320,buy,50.0,0.25,0.05,0.0
