asset,scenario_name,target_qty,horizon_steps,max_child_qty,pov_cap,side,policy_name,day_name,day_path,start_idx,steps_used,episode_return,filled_total,exec_vwap,arrival_mid,cost_cash_vs_mid,remaining_qty,completion,completion_100pct,terminated_at_horizon,is_bps,run_name,ckpt,episode_id
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-11_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-11_steps_5s.parquet,2088,4320,-6.814462655911274e-05,6000000.00000001,0.13950013935210237,0.139015,56.838751566690405,0.0,1.0000000000000018,1.0,1.0,0.6814462655911281,TWAP,,0
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-30_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-30_steps_5s.parquet,5511,4320,-0.00013018997145558076,6000000.000000006,0.11436714457690152,0.113905,88.97573219188783,0.0,1.0000000000000009,1.0,1.0,1.3018997145558115,TWAP,,1
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-31_steps_5s.parquet,11812,4320,-0.0001476799771069426,6000000.0000000065,0.10218955665415619,0.107925,95.63016917560081,0.0,1.000000000000001,1.0,1.0,1.476799771069428,TWAP,,2
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-15_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-15_steps_5s.parquet,3234,4320,-9.93421298205257e-05,6000000.000000008,0.1438536023076887,0.14331,85.42032374747728,0.0,1.0000000000000013,1.0,1.0,0.9934212982052577,TWAP,,3
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-17_steps_5s.parquet,10735,4320,-8.280963402957438e-05,5999999.999999985,0.13875703256169228,0.138485,68.80735301151375,0.0,0.9999999999999976,1.0,1.0,0.8280963402957451,TWAP,,4
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-31_steps_5s.parquet,11851,4320,-0.00014654301140544588,6000000.000000024,0.10215368116364641,0.10704,94.11578364503318,0.0,1.000000000000004,1.0,1.0,1.4654301140544528,TWAP,,5
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-31_steps_5s.parquet,5721,4320,-0.00012401327312039793,5618588.200654669,0.1116297277618719,0.11273,83.8800976731748,381411.7993453066,0.9364313667757781,0.0,1.0,1.24013273120398,TWAP,,6
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-18_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-18_steps_5s.parquet,6426,4320,-9.384509417562119e-05,6000000.000000034,0.1372528257683448,0.137485,77.41375663641142,0.0,1.0000000000000058,1.0,1.0,0.9384509417562088,TWAP,,7
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-10_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-10_steps_5s.parquet,4690,4320,-5.423665884058042e-05,6000000.000000015,0.14009085058675647,0.13977499999999998,45.485573936652784,0.0,1.0000000000000024,1.0,1.0,0.5423665884058044,TWAP,,8
DOGE,doge_q6e+06,6000000.0,4320,3500.0,0.1,buy,TWAP,2026-01-24_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_DOGE/January/2026-01-24_steps_5s.parquet,3650,4320,-6.707634289429765e-05,5999999.999999996,0.1244748525319998,0.124515,50.1120650129009,0.0,0.9999999999999993,1.0,1.0,0.6707634289429774,TWAP,,9
